Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type
3872,1479144,516710.0,1983,1,100,58.1,13.8,,,,11.13,40.75859,-73.968759,6.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
7507,4926034,52030.0,1924,1,100,101.2,5.2,0.1,359813.0,3908.4,,40.844819,-73.878502,6.0,361.0,5.741720313996593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1999,2658140,101600.0,1880,1,100,83.3,12.0,0.2,4137306.8,37366.2,,40.742013,-73.990653,5.0,58.0,5.392718041969521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
7151,4407833,78000.0,1941,1,100,141.9,,,8477237.1,,143.05,40.84234,-73.915038,4.0,209.0,6.513230110912307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
8435,4046326,65862.0,1930,1,100,104.6,,,5213853.0,,,40.854673,-73.863854,11.0,228.0,5.806339062981293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
389,2747097,228404.0,1972,1,100,86.4,5.9,0.7,6152710.2,66548.3,,40.840769,-73.881697,6.0,361.0,5.789348362985848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10899,2734813,92250.0,1952,1,100,90.7,4.0,0.8,8234100.2,89530.6,,40.620013,-73.969692,12.0,448.0,6.080848108242668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2343,2705516,69378.0,1906,1,100,125.0,18.1,0.1,917600.0,9176.0,69.01,40.751427,-73.982372,5.0,82.0,5.69608626802173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
6604,5039159,59800.0,1923,1,100,168.5,4.6,1.6,9144750.3,97361.8,137.89,40.835641,-73.915177,4.0,17901.0,6.1855911493516995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11709,2784309,221000.0,1961,2,100,124.4,5.0,1.1,23603600.3,254707.9,,40.588548,-73.939599,15.0,598.0,7.13385445812198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3479,2677027,279316.0,1927,1,100,50.4,7.1,0.3,7611500.2,76115.0,,40.792989,-73.97485,7.0,179.0,6.002157176646725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10028,5050010,102695.0,1984,1,100,76.2,4.6,0.7,6204257.4,66904.2,59.79,40.708637,-73.948486,1.0,511.0,5.797576353942562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
8687,2969028,66623.0,1925,1,100,85.5,6.1,0.6,4631900.1,46319.0,97.2,40.879486,-73.905907,8.0,289.0,5.5053315359323625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11754,2663972,146688.0,1955,1,100,69.5,3.9,0.5,7616148.9,80623.8,73.3,40.626024,-73.946741,14.0,750.0,6.095599311839989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
12056,2910150,116645.0,2001,1,100,10.3,1.9,0.0,411499.9,4640.2,,,,,,3.086486636822455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non-Refrigerated Warehouse
9447,4039685,59143.0,1939,1,100,92.0,4.0,0.9,4609699.7,50536.2,69.73,40.666468,-73.953962,9.0,323.0,5.500441550638171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
9726,3526579,370990.0,1963,1,100,75.8,4.9,0.6,23786281.0,262683.0,88.89,40.689103,-73.965001,2.0,193.0,7.1415617784646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
5678,2722014,67518.0,1910,1,100,73.6,3.7,0.6,4516985.0,45169.8,37.6,40.810679,-73.964468,9.0,205.0,5.480222169845649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
8809,4398035,59000.0,1931,1,100,63.4,2.7,0.1,487816.7,4878.2,23.16,40.891743,-73.899177,8.0,351.0,5.419649651715562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
8793,2669046,312000.0,1955,1,100,60.6,3.7,0.5,14847952.7,148479.5,32.05,40.886429,-73.912248,8.0,297.0,6.670259221443527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1906,2660364,120000.0,1914,1,100,46.9,11.6,0.0,425.8,4.8,14.95,40.752377,-73.988028,5.0,109.0,4.178992036282385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
7067,2976608,96990.0,1935,1,100,109.5,4.1,0.1,628606.7,6350.8,116.88,40.841227,-73.912589,4.0,225.0,6.525469443821378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
9475,3387689,60922.0,1921,1,100,90.9,5.4,0.8,4866199.8,53940.2,,40.664148,-73.945482,9.0,329.0,5.554895693948484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10416,4366063,124314.0,1963,1,100,84.9,4.7,0.7,8198377.3,87932.3,76.5,40.654205,-73.948975,17.0,818.0,6.13361493921266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
5582,4414421,67976.0,1901,1,100,72.0,5.0,0.1,572948.3,6025.3,,40.806567,-73.955714,10.0,257.0,5.577463107977531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
14184,4940489,98748.0,1937,1,95,85.0,4.2,0.7,6905858.0,73407.9,62.74,,,,,5.9048167403823095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1176,2706343,115694.0,1931,1,100,79.3,4.7,0.6,7773200.0,85373.0,27.5,40.729651,-73.995068,2.0,59.0,6.147613229597914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
14244,4408068,165200.0,1961,1,100,154.8,4.0,1.5,24094811.5,254735.2,75.18,,,,,7.170350286057274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
14456,5977946,149000.0,1962,2,100,28.0,2.2,0.2,3482899.7,37640.5,,,,,,5.220355825078324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13355,2799589,141000.0,1954,2,100,76.0,3.1,0.7,10129399.9,110100.9,,,,,,6.2878585601617845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2575,5833946,61839.0,1960,1,100,35.6,1.6,0.1,341307.0,3659.0,122.76,40.746759,-73.976628,6.0,78.0,2.89591193827178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11431,2806638,55080.0,1936,1,100,81.7,2.7,0.8,3970700.0,42263.8,55.71,40.609149,-73.960257,15.0,554.0,5.351384087484729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2259,2648378,232644.0,1913,1,100,68.0,16.8,0.0,805.9,9.2,9.62,40.744889,-73.985041,5.0,74.0,5.177279038170981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
7731,4406610,103200.0,1927,1,100,92.0,,,9586506.2,,,40.870767,-73.900456,8.0,26702.0,6.232840866683252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2452,3448557,449437.0,1970,1,100,51.5,11.3,,,,12.43,40.745539,-73.982453,5.0,72.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
13723,5245915,63325.0,1964,1,100,105.2,3.1,1.0,5960236.7,65961.1,84.62,,,,,5.757639147446912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1521,2719178,110286.0,1969,1,100,146.4,20.5,0.8,18851242.8,199264.9,,40.742367,-74.004341,4.0,83.0,6.909054434713757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hotel
2554,3541787,108614.0,1978,1,100,69.9,1.2,0.0,19826.0,198.3,50.65,40.741273,-73.979185,6.0,66.0,6.338417384148478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7017,2665215,66564.0,1941,1,100,79.7,6.3,0.6,3837529.1,38375.3,,40.838196,-73.911184,4.0,225.0,5.3171391207886245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
12536,4040466,58020.0,1937,1,100,86.7,3.4,0.8,4472500.1,48434.6,48.31,,,,,5.47058858748849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7092,2774270,62130.0,1941,1,100,87.3,4.0,0.8,4552539.7,48718.0,147.43,40.849033,-73.909178,5.0,23301.0,5.488110938180692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10462,3094711,57122.0,1926,1,100,85.0,9.2,0.6,3380661.9,37006.9,,40.660528,-73.960644,9.0,79802.0,5.190732155868099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
4918,2595479,109913.0,1985,1,100,81.8,4.0,0.8,7497417.4,82470.3,85.24,40.782968,-73.950017,8.0,154.0,5.986954391630096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
9062,2712458,290440.0,1928,1,100,85.5,15.4,,,,6.38,40.693445,-73.990577,2.0,9.0,6.7644621091556605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
10696,5244603,103494.0,1951,1,100,81.5,4.8,0.7,6700399.9,71764.7,76.48,40.641273,-73.958296,14.0,51602.0,5.874649792516147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
5315,2810287,390628.0,1961,1,100,89.9,6.3,0.6,20115434.0,201154.3,51.11,40.792261,-73.964261,7.0,181.0,7.09140928100987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7714,4926062,60000.0,1927,1,100,185.7,3.7,0.9,5552772.3,55527.7,117.57,40.869889,-73.900858,8.0,26701.0,6.48768401848461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7475,2506974,87642.0,1940,1,100,76.9,3.7,0.2,1998500.0,19985.0,90.39,40.849298,-73.883232,6.0,393.0,5.920237037819614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1880,5877287,422039.0,2008,1,100,67.3,11.4,0.3,11005965.0,118870.1,28.27,40.748153,-73.989747,5.0,101.0,6.370927852677146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13384,2803653,56636.0,1937,1,100,73.7,4.4,0.6,3300700.0,36326.6,54.07,,,,,5.1664987919271885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13126,2978816,51341.0,1962,1,100,74.0,3.7,0.6,3413399.8,34134.0,,,,,,5.200153117760806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
4343,2669644,54719.0,1924,1,100,65.4,4.6,0.0,64193.3,656.8,6.55,40.768868,-73.963328,8.0,120.0,5.371567828287629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13724,2802277,147897.0,1962,1,100,94.2,3.2,0.1,1612500.0,14523.4,,,,,,6.838619540147275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2255,5971987,142851.0,1903,1,75,174.0,46.7,0.1,946748.9,10661.2,30.33,40.745111,-73.984503,5.0,74.0,3.9180050771056933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hotel
3952,2383823,73800.0,1927,1,100,46.4,5.4,0.0,2687.5,26.9,29.9,40.75483,-73.970334,6.0,98.0,5.100475998096045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7113,2946946,60000.0,1916,1,100,113.8,7.0,1.0,5392255.9,57551.2,42.79,40.839298,-73.913441,4.0,223.0,5.657389435086491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
603,2591375,150000.0,1908,1,100,105.0,15.2,0.1,856606.3,8566.1,,40.709493,-74.01024,1.0,1502.0,6.312097719699449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
1358,3935536,125839.0,1931,1,100,102.8,7.3,0.0,205460.0,2083.8,41.8,40.733757,-74.001894,2.0,73.0,6.427943708745316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
6971,3091288,156980.0,1909,1,100,122.4,6.4,0.5,5738981.0,59036.0,,40.82097,-73.892412,2.0,89.0,6.692455881690976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
8437,4046335,65862.0,1930,1,100,95.5,,,5386780.7,,70.19,40.856018,-73.863812,11.0,228.0,5.656341400056065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
6681,2720924,55000.0,1933,1,100,74.2,5.7,0.6,3468645.3,37351.5,109.38,40.834722,-73.920689,4.0,197.0,5.216022123821206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3886,4930241,244619.0,1927,1,70,56.3,12.0,0.1,3444053.2,34440.5,45.76,40.760701,-73.970671,5.0,11203.0,5.20893955539682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hotel
13088,2544519,88300.0,1962,1,100,120.6,5.7,1.0,8094576.0,83335.8,50.85,,,,,6.063552623502236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
4499,3956209,76500.0,1965,1,100,45.8,5.0,0.0,230500.0,2338.4,32.52,40.764138,-73.961089,8.0,118.0,5.114394528387108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
900,2677910,299510.0,1949,1,100,105.3,6.5,0.9,22417191.3,240712.5,66.27,40.714927,-73.983284,3.0,12.0,7.139105066843446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1235,3762128,88211.0,2013,1,100,109.4,19.1,0.5,3053300.1,32872.8,82.71,40.733233,-73.98994,2.0,61.0,5.088830141681313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hotel
1068,2803993,56340.0,1912,1,100,67.4,12.2,0.3,1646170.6,18240.6,20.22,40.722506,-73.997586,2.0,43.0,4.470495282661489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
6494,5734160,50411.0,2008,1,100,63.1,2.3,,2776152.5,,110.6,40.828818,-73.908269,3.0,185.0,4.993828175779875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
6791,4724658,182218.0,1968,1,100,107.4,5.5,0.0,583132.2,5831.3,72.13,40.842425,-73.925928,4.0,201.0,6.880897824812254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
8570,3577426,51354.0,1928,1,100,81.8,4.7,0.1,449730.0,4497.3,161.47,40.891095,-73.862044,12.0,408.0,5.498396978263695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7918,3117475,67500.0,1900,1,100,105.1,0.5,1.1,6975721.2,76356.8,127.1,40.872514,-73.887534,7.0,411.0,5.914853444736141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11641,2674521,79200.0,1931,1,100,93.4,3.2,0.9,6540980.8,70405.2,,40.596708,-73.950909,15.0,592.0,5.850476853807004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10523,2798131,71282.0,1936,1,100,121.8,3.5,1.2,7810940.0,87650.0,,40.653307,-73.960573,14.0,50803.0,6.028037527338822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1122,3314057,66500.0,1910,1,100,68.0,,,2393.5,,,40.726086,-73.996205,2.0,5502.0,4.799090878625398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
