Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type
2517,4407990,151832.0,1930,1,100,65.6,5.5,0.5,7330451.8,80366.0,52.12,40.734319,-73.986418,6.0,48.0,5.964607092938099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3375,2693134,97476.0,1924,1,100,63.2,4.5,,,,34.03,40.787208,-73.973862,7.0,173.0,5.900445148720813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7645,2795652,69552.0,1931,1,100,72.2,3.4,0.6,4375600.3,45760.0,90.28,40.861059,-73.907686,7.0,255.0,5.6017497490910495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7489,2664610,60900.0,1931,1,100,79.5,5.6,,,,85.24,40.852612,-73.881892,6.0,393.0,5.608738925969307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
6582,4034912,60360.0,1927,1,100,88.8,4.3,0.7,4499366.2,44993.7,144.12,40.83493,-73.91521,4.0,17901.0,5.476463551931511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7250,3515555,55750.0,1925,1,80,74.8,2.5,0.0,85603.3,885.4,127.69,40.848236,-73.919411,5.0,21501.0,5.62293388679288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1649,2648547,173491.0,1925,1,100,66.7,11.5,0.0,405353.3,4138.7,14.77,40.747294,-73.997023,5.0,95.0,5.894127314219024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
14732,4880646,94000.0,1975,1,100,160.6,14.5,1.1,10433999.8,103464.1,124.59,40.64002,-74.094282,1.0,81.0,6.317525632428878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
3834,4399380,114500.0,1929,1,100,109.0,19.3,0.5,4133157.5,43316.1,59.89,40.755062,-73.972868,6.0,92.0,5.391352232515226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hotel
13631,4979665,76099.0,1986,1,95,103.7,5.6,0.9,6034773.1,65839.4,71.45,,,,,5.7698822763607245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
4606,4039189,238293.0,1956,1,100,73.2,4.5,0.6,14028977.4,154843.9,29.78,40.771921,-73.951708,8.0,132.0,6.613518437559682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11606,5863489,846120.0,1965,2,100,89.0,5.9,0.7,52363221.3,560718.2,761.89,40.574897,-73.973978,13.0,354.0,7.930673723281046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
5348,2638320,96000.0,1900,1,100,78.4,,,6544437.1,,39.94,40.793402,-73.9688,7.0,181.0,5.851052393391237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
8961,5828049,869066.0,2015,1,95,57.5,7.6,0.3,24538400.0,264066.3,,40.692126,-73.9847,2.0,15.0,7.17273151389828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
12019,2718827,159872.0,2007,1,100,44.8,9.4,0.1,1514414.9,15144.1,44.01,,,,,4.387014176184921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
954,2788238,79956.0,1938,1,100,28.0,7.7,0.0,40924.0,458.6,46.99,40.724344,-73.984768,3.0,32.0,0.7884573603642703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7187,4835918,50875.0,1925,1,100,97.0,6.2,0.3,1427700.0,14277.0,,40.848463,-73.914058,5.0,217.0,5.599902344168809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2931,2874177,107516.0,1960,1,100,55.9,,,4234330.9,,,40.76845,-73.987,4.0,139.0,5.41565585896527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
12439,2669232,190230.0,1948,1,100,84.9,7.8,0.6,4497300.1,44973.0,66.56,,,,,5.476045054331764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7679,2558902,90650.0,1940,1,100,77.1,3.9,0.7,5737999.9,62569.3,77.74,40.860663,-73.913243,7.0,257.0,5.7196558238124915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
716,2637905,77630.0,1910,1,100,57.3,7.9,0.3,2377686.9,25621.2,35.89,40.717316,-74.009062,1.0,39.0,4.838660029356445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13027,5832589,230880.0,1948,1,100,14.4,3.0,,,,25.73,,,,,4.341204640153626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7989,4042896,58001.0,1925,1,100,103.2,3.1,,2071512.0,,10.24,40.880041,-73.882538,7.0,419.0,6.053029902766137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10075,4405049,67638.0,2002,1,100,80.4,4.9,0.7,4317433.0,46958.0,52.83,40.698714,-73.931208,4.0,391.0,5.435031189863859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11984,5983653,136169.0,2005,24,100,4.2,1.0,0.0,114200.0,1206.7,8.46,40.584049,-73.934257,15.0,622.0,1.8082887711792655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
4247,3110924,161572.0,1930,1,100,73.7,4.8,,,,,40.772496,-73.963311,8.0,130.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2464,2721784,182767.0,1975,1,100,87.0,8.6,0.1,1360832.4,13608.3,71.94,40.74606,-73.978931,6.0,72.0,6.555925720039882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
169,2809865,64842.0,1980,1,100,78.9,1.2,0.7,4668999.9,46690.0,52.55,40.808832,-73.958021,9.0,20701.0,5.5134287461649825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11893,4395971,99000.0,1929,1,100,88.9,1.3,0.9,8117081.1,86434.9,,40.577068,-73.962292,13.0,36002.0,6.106577354208486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
14913,2800169,78903.0,1986,1,100,87.4,10.0,0.5,3728000.1,37280.0,57.56,40.584504,-74.100979,2.0,11401.0,5.288267030694535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
12518,4952692,65000.0,1939,1,100,67.9,2.8,0.6,4134808.9,44977.8,23.09,,,,,5.481055503227208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11367,2661787,97620.0,1931,1,100,64.2,2.6,0.6,5354700.2,57305.4,53.93,40.619533,-73.956458,14.0,538.0,5.6503816979290855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2451,4661392,121774.0,1927,1,95,62.3,12.3,0.2,2337085.4,24640.4,,40.745465,-73.981512,5.0,72.0,4.821087692210561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10656,3522340,141599.0,1995,1,100,167.4,49.1,,,,,40.646751,-73.958101,14.0,794.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
3573,3448518,147145.0,1922,1,100,127.2,15.1,0.0,327358.0,3273.6,30.31,40.755316,-73.981227,5.0,96.0,6.714170529909472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
12411,2686029,66100.0,1965,1,100,106.5,4.7,0.0,232337.5,2381.3,103.45,,,,,6.086547428354674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1731,2590256,146377.0,1925,1,100,49.9,8.1,,,,17.65,40.75423,-73.990468,5.0,113.0,5.487697287709437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
14866,4942757,112392.0,1987,2,100,37.6,,,1350609.9,,,40.58178,-74.156027,2.0,27702.0,4.272490747605575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
4899,3114457,303383.0,2007,1,100,39.4,9.7,0.0,1244761.9,13807.1,29.5,40.777977,-73.954079,8.0,14601.0,4.191168746857641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
9554,2795385,117366.0,1937,1,100,72.9,3.5,0.6,7136299.8,71363.0,3.62,40.664568,-73.93581,9.0,355.0,5.937536205082426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3673,2769787,96137.0,1901,1,100,201.7,18.7,0.3,2707338.6,27292.3,173.37,40.76452,-73.975528,5.0,11201.0,6.64287785918362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7063,4046950,52800.0,1949,1,100,79.7,4.7,0.7,3170980.3,35052.5,,40.840492,-73.909854,4.0,225.0,5.202356975402125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13049,2805515,80282.0,1949,1,100,65.7,3.6,0.6,4686757.3,52217.0,30.49,,,,,5.517051209373546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13852,3108152,146525.0,1969,1,100,59.5,3.4,0.5,6614976.8,70586.2,38.94,,,,,5.922114468973189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
9196,5803177,127500.0,1930,1,40,10.6,0.1,0.1,2031252.7,25388.7,,,,,,4.681204872264089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
908,3529284,225000.0,1972,1,100,63.9,8.1,,,,,40.715894,-73.986491,3.0,1402.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
2838,2742038,62800.0,1908,1,100,64.9,,0.0,151674.7,1558.2,17.64,40.767181,-73.97983,5.0,137.0,5.513025439041145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
462,4398322,180646.0,1882,1,100,56.4,11.7,0.0,2615.2,26.2,11.29,40.704785,-74.014099,1.0,13.0,5.584998938666234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
6579,2652903,53000.0,1942,1,100,93.0,6.6,0.7,3696199.7,39204.8,102.74,40.834049,-73.915724,4.0,17901.0,5.279644101282416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
9422,3265973,61565.0,2009,1,100,30.0,2.1,0.2,1188249.2,12508.4,69.28,40.672619,-73.952039,8.0,31702.0,4.144720769547168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13834,4405637,124877.0,1981,1,100,88.4,6.1,0.7,8320737.2,89103.1,57.06,,,,,6.091309882077698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7691,4042870,59362.0,1949,1,100,126.8,4.1,0.0,308111.5,3122.2,88.96,40.867893,-73.907124,7.0,269.0,6.3178864478756935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3205,4903033,98788.0,1922,1,100,87.7,10.1,0.6,4933377.9,53803.7,25.35,40.77998,-73.98078,7.0,163.0,5.568344503761097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7848,2667448,71652.0,1956,1,100,96.3,4.1,0.0,258609.7,2586.1,78.81,40.868417,-73.885126,7.0,40702.0,5.877455630496114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3054,4038857,225552.0,1968,1,100,121.3,8.1,0.9,14826026.3,146683.1,37.66,40.773754,-73.977767,7.0,153.0,6.668863370699788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13076,2805374,123000.0,1941,1,100,67.9,3.6,,,,37.78,,,,,6.331145914670143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11437,2676439,50400.0,1931,1,100,57.8,,0.5,2934431.2,31965.6,41.61,40.60958,-73.954573,15.0,552.0,5.049214776063731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
5778,4864025,75679.0,1916,1,100,82.6,3.6,0.0,220700.0,2207.0,40.37,40.821896,-73.948254,9.0,227.0,6.015425184552825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3591,1192662,1529036.0,1974,1,100,102.4,12.6,,,,,40.757004,-73.982526,5.0,96.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
7221,3109807,85600.0,2007,1,100,75.2,,,5314777.5,,68.6,40.843946,-73.918672,4.0,21302.0,5.642970335259443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
12718,2664268,66000.0,1940,1,100,184.4,4.8,1.7,8395891.6,91171.2,95.0,,,,,6.175243374899915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
3443,2719413,236789.0,1903,1,100,95.3,5.4,0.0,500.0,5.0,80.02,40.788007,-73.976747,7.0,171.0,7.264730177929867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
14713,4407803,93326.0,1963,1,100,112.8,5.6,1.0,7094399.7,76726.6,46.1,40.645077,-74.078934,1.0,7.0,5.931714542702208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
13640,2668691,87223.0,1962,1,100,94.0,4.9,0.8,5565792.6,60718.5,118.65,,,,,5.689007189074046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10694,2795091,57456.0,1964,1,100,74.6,5.6,0.6,3184000.1,33772.5,115.64,40.643844,-73.94979,17.0,826.0,5.130490255904535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
1720,2868795,64280.0,1922,1,100,57.0,8.5,0.0,1700.0,19.6,9.73,40.75339,-73.990392,5.0,109.0,5.0369526024136295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office
12624,3530270,73800.0,1951,1,100,80.3,4.0,0.7,4874098.0,53024.3,55.53,,,,,5.556441886757492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
10452,4021667,51480.0,1926,1,100,110.1,4.4,1.0,4888142.1,52481.0,170.39,40.634082,-73.946602,17.0,786.0,5.559141984829935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
9971,4917686,85152.0,2008,1,95,31.7,,,1874678.0,,,40.719062,-73.949549,1.0,515.0,4.601162164590552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
11039,2798653,53000.0,1957,1,100,66.1,3.4,0.6,2759000.0,29389.6,20.04,40.632578,-74.030267,10.0,66.0,4.987025428457122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
6662,5871827,279000.0,1927,1,100,55.3,1.0,0.6,14444537.7,156878.1,13.05,40.829248,-73.922892,4.0,195.0,6.642747523569229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
7085,4406344,68320.0,1935,1,100,123.1,6.6,1.1,6833938.9,74111.3,,40.848111,-73.909063,5.0,22701.0,5.8944028342648505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
4678,2383844,312550.0,1955,1,100,111.6,6.8,0.0,450376.5,4503.8,,40.77995,-73.96156,8.0,142.0,3.173878458937465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
4573,4946253,139000.0,1962,1,100,95.5,11.2,0.6,8547021.0,86124.9,44.1,40.763509,-73.959122,8.0,116.0,6.118097198041348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
6968,4000381,94916.0,1985,1,100,60.8,4.2,0.5,5306671.5,58663.4,50.17,40.818913,-73.89355,2.0,89.0,5.641552398120067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multifamily Housing
